1.528e-06	-53.6146623
1.52802e-06	-56.6796517
1.52804e-06	-55.941101
1.52806e-06	-53.7088388
1.52808e-06	-55.1381305
1.5281e-06	-56.2821989
1.52812e-06	-56.7229032
1.52814e-06	-55.3831239
1.52816e-06	-53.7078388
1.52818e-06	-55.7026379
1.5282e-06	-54.0442353
1.52822e-06	-54.211032
1.52824e-06	-56.990557
1.52826e-06	-55.3821239
1.52828e-06	-55.0067672
1.5283e-06	-53.9415623
1.52832e-06	-56.7155538
1.52834e-06	-52.4152116
1.52836e-06	-53.5745564
1.52838e-06	-55.2433143
1.5284e-06	-58.5506659
1.52842e-06	-56.2974559
1.52844e-06	-53.7249215
1.52846e-06	-56.4559321
1.52848e-06	-53.5807184
1.5285e-06	-52.954746
1.52852e-06	-54.9536979
1.52854e-06	-56.0772952
1.52856e-06	-54.9283867
1.52858e-06	-55.9159288
1.5286e-06	-54.1664709
1.52862e-06	-55.2423143
1.52864e-06	-58.5303421
1.52866e-06	-53.9992797
1.52868e-06	-53.303927
1.5287e-06	-54.0815803
1.52872e-06	-55.2959146
1.52874e-06	-52.8586701
1.52876e-06	-54.8275927
1.52878e-06	-53.2350124
1.5288e-06	-54.1223232
1.52882e-06	-56.2771989
1.52884e-06	-52.9075894
1.52886e-06	-56.7980634
1.52888e-06	-53.6086623
1.5289e-06	-56.6862493
1.52892e-06	-54.6101018
1.52894e-06	-53.9972797
1.52896e-06	-54.3805727
1.52898e-06	-55.3492101
1.529e-06	-51.3489901
1.52902e-06	-51.2073299
1.52904e-06	-50.9371615
1.52906e-06	-49.1530829
1.52908e-06	-48.4788788
1.5291e-06	-48.7079458
1.52912e-06	-48.7321376
1.52914e-06	-48.393896
1.52916e-06	-48.5364719
1.52918e-06	-48.9423384
1.5292e-06	-48.1010328
1.52922e-06	-48.392896
1.52924e-06	-48.3519466
1.52926e-06	-48.1527982
1.52928e-06	-48.6056074
1.5293e-06	-48.1954764
1.52932e-06	-47.7572891
1.52934e-06	-47.996388
1.52936e-06	-46.2585818
1.52938e-06	-43.2312934
1.5294e-06	-40.4017344
1.52942e-06	-39.0313039
1.52944e-06	-37.9967963
1.52946e-06	-37.5799869
1.52948e-06	-36.784847
1.5295e-06	-35.6212117
1.52952e-06	-34.671065
1.52954e-06	-33.75809
1.52956e-06	-32.7325983
1.52958e-06	-31.7720362
1.5296e-06	-31.1841004
1.52962e-06	-30.8983673
1.52964e-06	-30.7021841
1.52966e-06	-30.8636186
1.52968e-06	-31.3702368
1.5297e-06	-32.1598637
1.52972e-06	-33.3506126
1.52974e-06	-35.0282792
1.52976e-06	-37.3672488
1.52978e-06	-40.324635
1.5298e-06	-43.6877528
1.52982e-06	-46.0773446
1.52984e-06	-47.4627402
1.52986e-06	-47.3244446
1.52988e-06	-47.2461191
1.5299e-06	-47.0693634
1.52992e-06	-47.1301682
1.52994e-06	-46.9775405
1.52996e-06	-47.35429
1.52998e-06	-46.9191412
1.53e-06	-47.2279038
1.53002e-06	-47.2022077
1.53004e-06	-46.6308814
1.53006e-06	-47.1851613
1.53008e-06	-47.130218
1.5301e-06	-46.3227891
1.53012e-06	-46.2432954
1.53014e-06	-44.9446006
1.53016e-06	-42.5034401
1.53018e-06	-38.6893507
1.5302e-06	-36.7652749
1.53022e-06	-35.7874101
1.53024e-06	-35.1910984
1.53026e-06	-34.9707953
1.53028e-06	-34.1496543
1.5303e-06	-33.2477063
1.53032e-06	-32.2104708
1.53034e-06	-31.1967481
1.53036e-06	-30.3142233
1.53038e-06	-29.5782212
1.5304e-06	-28.9436362
1.53042e-06	-28.6504994
1.53044e-06	-28.6687292
1.53046e-06	-28.9185888
1.53048e-06	-29.4710345
1.5305e-06	-30.6733971
1.53052e-06	-32.4288015
1.53054e-06	-34.490478
1.53056e-06	-37.8251916
1.53058e-06	-41.9502201
1.5306e-06	-44.5624625
1.53062e-06	-45.8570141
1.53064e-06	-45.7885749
1.53066e-06	-45.8570141
1.53068e-06	-45.9810535
1.5307e-06	-45.9907438
1.53072e-06	-46.0591851
1.53074e-06	-45.6548494
1.53076e-06	-45.9832809
1.53078e-06	-46.0603751
1.5308e-06	-45.5226669
1.53082e-06	-45.9043598
1.53084e-06	-45.532842
1.53086e-06	-45.55619
1.53088e-06	-45.532842
1.5309e-06	-44.9001555
1.53092e-06	-43.53866
1.53094e-06	-40.3944094
1.53096e-06	-37.1413655
1.53098e-06	-35.8813536
1.531e-06	-34.8104329
1.53102e-06	-34.2451466
1.53104e-06	-33.8035214
1.53106e-06	-32.9763962
1.53108e-06	-31.9866383
1.5311e-06	-30.8691214
1.53112e-06	-29.9960382
1.53114e-06	-29.2579561
1.53116e-06	-28.548663
1.53118e-06	-28.1280883
1.5312e-06	-28.0494076
1.53122e-06	-28.1593778
1.53124e-06	-28.4936151
1.53126e-06	-29.2105656
1.53128e-06	-30.3084364
1.5313e-06	-31.9033144
1.53132e-06	-34.1706023
1.53134e-06	-37.2271038
1.53136e-06	-41.1694286
1.53138e-06	-44.2345524
1.5314e-06	-45.8072683
1.53142e-06	-45.7845749
1.53144e-06	-45.3866949
1.53146e-06	-45.6538431
1.53148e-06	-45.6359112
1.5315e-06	-45.5815529
1.53152e-06	-45.6828969
1.53154e-06	-45.4940541
1.53156e-06	-45.5845002
1.53158e-06	-45.4253029
1.5316e-06	-45.6558389
1.53162e-06	-45.5114135
1.53164e-06	-45.6103736
1.53166e-06	-45.26032
1.53168e-06	-45.2117973
1.5317e-06	-43.6881709
1.53172e-06	-41.0810212
1.53174e-06	-37.0538456
1.53176e-06	-34.8207545
1.53178e-06	-33.7420021
1.5318e-06	-32.9808479
1.53182e-06	-32.909705
1.53184e-06	-32.3417896
1.53186e-06	-31.6136625
1.53188e-06	-30.6942818
1.5319e-06	-29.7375229
1.53192e-06	-28.9651076
1.53194e-06	-28.2576566
1.53196e-06	-27.660537
1.53198e-06	-27.3338912
1.532e-06	-27.3223457
1.53202e-06	-27.5967366
1.53204e-06	-28.1860888
1.53206e-06	-29.2670211
1.53208e-06	-31.1113668
1.5321e-06	-33.7334468
1.53212e-06	-37.544176
1.53214e-06	-41.8519342
1.53216e-06	-44.5945999
1.53218e-06	-45.2928063
1.5322e-06	-45.7805749
1.53222e-06	-45.6909687
1.53224e-06	-45.1737642
1.53226e-06	-45.4871678
1.53228e-06	-45.7981339
1.5323e-06	-45.5805
1.53232e-06	-45.4900541
1.53234e-06	-45.4469573
1.53236e-06	-45.4987251
1.53238e-06	-45.4127847
1.5324e-06	-45.5074135
1.53242e-06	-45.6165096
1.53244e-06	-45.4799198
1.53246e-06	-44.9316001
1.53248e-06	-43.7707793
1.5325e-06	-41.6578239
1.53252e-06	-38.0835243
1.53254e-06	-35.8768253
1.53256e-06	-34.9333148
1.53258e-06	-34.2112526
1.5326e-06	-34.2048772
1.53262e-06	-33.7034329
1.53264e-06	-32.8863459
1.53266e-06	-31.9689621
1.53268e-06	-30.9700339
1.5327e-06	-30.1267006
1.53272e-06	-29.4290232
1.53274e-06	-28.8960071
1.53276e-06	-28.6535137
1.53278e-06	-28.6587249
1.5328e-06	-28.8504303
1.53282e-06	-29.409531
1.53284e-06	-30.4320891
1.53286e-06	-32.0583563
1.53288e-06	-34.1692051
1.5329e-06	-37.0604102
1.53292e-06	-41.1819892
1.53294e-06	-44.4346291
1.53296e-06	-45.8628686
1.53298e-06	-46.3207637
1.533e-06	-46.473903
1.53302e-06	-46.1762246
1.53304e-06	-46.4811588
1.53306e-06	-46.244453
1.53308e-06	-46.473903
1.5331e-06	-46.707496
1.53312e-06	-46.4427999
1.53314e-06	-46.4278264
1.53316e-06	-46.5490862
1.53318e-06	-46.6429341
1.5332e-06	-46.3267683
1.53322e-06	-46.5942033
1.53324e-06	-46.1347957
1.53326e-06	-45.3003128
1.53328e-06	-43.5403996
1.5333e-06	-39.7942592
1.53332e-06	-37.4763002
1.53334e-06	-36.4084195
1.53336e-06	-35.7055137
1.53338e-06	-35.8259222
1.5334e-06	-35.3152152
1.53342e-06	-34.4461023
1.53344e-06	-33.5919015
1.53346e-06	-32.7521909
1.53348e-06	-31.864625
1.5335e-06	-31.1214691
1.53352e-06	-30.6300753
1.53354e-06	-30.3619667
1.53356e-06	-30.3125951
1.53358e-06	-30.4989667
1.5336e-06	-31.0183441
1.53362e-06	-32.003666
1.53364e-06	-33.4972075
1.53366e-06	-35.5786217
1.53368e-06	-38.5232627
1.5337e-06	-42.0734737
1.53372e-06	-45.6229112
1.53374e-06	-46.8841622
1.53376e-06	-47.2621055
1.53378e-06	-47.8101807
1.5338e-06	-47.0549977
1.53382e-06	-47.3241898
1.53384e-06	-47.5592256
1.53386e-06	-47.9438587
1.53388e-06	-47.6820921
1.5339e-06	-47.5313586
1.53392e-06	-47.7878411
1.53394e-06	-47.4116275
1.53396e-06	-48.1036146
1.53398e-06	-47.842216
1.534e-06	-47.623952
1.53402e-06	-48.1692639
1.53404e-06	-47.1430635
1.53406e-06	-44.5504501
1.53408e-06	-41.443289
1.5341e-06	-40.0529385
1.53412e-06	-39.0484197
1.53414e-06	-38.5012174
1.53416e-06	-38.1876074
1.53418e-06	-37.4692781
1.5342e-06	-36.6966087
1.53422e-06	-35.8699307
1.53424e-06	-35.0976007
1.53426e-06	-34.4649149
1.53428e-06	-33.8471625
1.5343e-06	-33.476869
1.53432e-06	-33.3845715
1.53434e-06	-33.489981
1.53436e-06	-33.8134585
1.53438e-06	-34.4817452
1.5344e-06	-35.5046306
